cotizante_tipo_id,cotizante_id,afiliado_tipo_id,afiliado_id,primer_apellido,segundo_apellido,primer_nombre,segundo_nombre,sexo,dpto_afiliacion,mpio_afiliacion,dpto_residencia,mpio_residencia,direccion_residencia,telefono_residencia,telefono_movil,fecha_nacimiento,fecha_afiliacion,fecha_aplicacion_cambio_estado,descripcion_estamento,estado_afiliado_id,subestado_afiliado_id,eps_tipo_afiliado_id,parentesco,fecha_estao_corte,fecha_corte,correo_electronico,edad,medico_familiar,plan_atencion,etnia,discapacidad,tipo_discapacidad,nombre_afiliado,plan,fecha_inicio_cobertura,fecha_fin_cobertura,antiguedad_anios,anio_afiliacion
CC,A9434AA0,CC,A9434AA0,DANVERS,,SNOOPY,PAPALOTE,M,76,001,76,001,TRANS 77 # 13-47,3561851744,3600452128,07/05/1950,02/05/1972,06/10/2008,PENSIONADO OFICIAL,AC,A01,C,,,26/06/2026,snoopy.danversa943@example.com,76,MAGGIE SUSANITA PLANKTON CAGE,5,NINGUNA DE LAS ANTERIORES,NO,,DANVERS SNOOPY PAPALOTE,COTIZANTES SSUV,,,54.1,1972
CC,2451E5A4,CC,2451E5A4,SIMPSON,QUILL,MARGE,VANELLOPE,F,76,001,76,001,TRANS 85 # 39-13,31145512939130,3448818984,02/11/1948,15/01/2001,06/10/2008,PENSIONADO SOBREVIVIENTE,AC,A01,C,,,26/06/2026,marge.simpson2451@example.com,77,MAGGIE SUSANITA PLANKTON CAGE,5,NINGUNA DE LAS ANTERIORES,NO,,SIMPSON QUILL MARGE VANELLOPE,COTIZANTES SSUV,,,25.4,2001
CC,A35FC9C1,CC,A35FC9C1,MOJO,PYM,KIKO,,M,76,001,76,001,CLL 24 # 84-73,36046154021190170756,3814298315,20/03/1941,01/08/1986,06/10/2008,PENSIONADO DOCENTE,AC,A01,C,,,26/06/2026,kiko.mojoa35f@example.com,85,MOANA LISA MCPATO BOMBON,5,MESTIZO,NO,,MOJO PYM KIKO,COTIZANTES SSUV,,,39.9,1986
CC,A6846099,CC,A6846099,WANDA,MURDOCK,GOHAN,SHAGGY,M,76,001,76,364,AV 35 # 32-79,31073228360849378306396,3384526969,01/06/1945,01/06/1972,06/10/2008,PENSIONADO DOCENTE,AC,A01,C,,,26/06/2026,gohan.wandaa684@example.com,81,POPIS MAFALDA GRIMM SKINNER,5,MESTIZO,NO,,WANDA MURDOCK GOHAN SHAGGY,COTIZANTES SSUV,,,54.1,1972
CC,D867888B,CC,D867888B,KOOPA,MAXIMOFF,DAFNE,,F,76,001,76,001,DIAG 14 # 44-27,3164970169342929132033016,3234190310,20/09/1948,01/08/1986,06/10/2008,PENSIONADO OFICIAL,AC,A01,C,,,26/06/2026,dafne.koopad867@example.com,77,MOANA LISA MCPATO BOMBON,5,NINGUNA DE LAS ANTERIORES,NO,,KOOPA MAXIMOFF DAFNE,COTIZANTES SSUV,,,39.9,1986
CC,30E912F2,CC,30E912F2,TRUENO,WIGGUM,DEXTER,SOLIN,M,76,001,76,001,CRA 96 # 59-68,372215566847323653,3377460406720,04/10/1955,02/11/1981,06/10/2008,PENSIONADO OFICIAL,AC,A01,C,,,26/06/2026,dexter.trueno30e9@example.com,70,MAGGIE SUSANITA PLANKTON CAGE,5,NINGUNA DE LAS ANTERIORES,NO,,TRUENO WIGGUM DEXTER SOLIN,COTIZANTES SSUV,,,44.6,1981
CC,BA108217,CC,BA108217,STORM,PICAPIEDRA,LISA,,F,76,001,76,001,CLL 83 # 63-50,34361424426078197543734,3764273720,15/05/1951,01/09/1986,06/10/2008,PENSIONADO OFICIAL,AC,A01,C,,,26/06/2026,lisa.stormba10@example.com,75,MAGGIE SUSANITA PLANKTON CAGE,5,NINGUNA DE LAS ANTERIORES,NO,,STORM PICAPIEDRA LISA,COTIZANTES SSUV,,,39.8,1986
CC,8A2E6A93,CC,8A2E6A93,ODINSON,CALAMARDO,NALA,,F,76,001,76,001,CRA 20 # 3-42,338821458414846019134,3438998278,19/01/1930,01/08/1986,06/10/2008,PENSIONADO OFICIAL,AC,A01,C,,,26/06/2026,nala.odinson8a2e@example.com,96,GERALD PAPALOTE MURDOCK MOJO,5,MESTIZO,NO,,ODINSON CALAMARDO NALA,COTIZANTES SSUV,,,39.9,1986
CC,53A5E850,CC,53A5E850,STRANGE,JACK,MICKEY,BUZZ,M,76,001,76,001,TRANS 46 # 13-49,3869507321,3464493699,08/04/1975,01/05/2013,02/05/2013,EMPLEADO PUBLICO DOCENTE DECRETO 1279,AC,A01,C,,,26/06/2026,mickey.strange53a5@example.com,51,POPIS MAFALDA GRIMM SKINNER,5,NINGUNA DE LAS ANTERIORES,NO,,STRANGE JACK MICKEY BUZZ,COTIZANTES SSUV,,,13.2,2013
CC,43EF2016,CC,43EF2016,TIMMY,PICAPIEDRA,HERCULES,GOHAN,M,76,001,76,364,CRA 73 # 18-30,3793350557,3385736801,01/12/1963,16/08/2001,06/10/2008,TRABAJADOR OFICIAL CON PREST DE LEY,AC,A01,C,,,26/06/2026,hercules.timmy43ef@example.com,62,SUSANITA MILK VORTEX PYM,5,"NEGRO, MULATO, AFROCOLOMBIANO O AFRODESCENDIENTE",NO,,TIMMY PICAPIEDRA HERCULES GOHAN,COTIZANTES SSUV,,,24.9,2001
CC,F72169BB,CC,F72169BB,RELAMPAGO,KENT,SNOOPY,TRIBILIN,M,76,001,76,001,AV 119 # 31-79,3603768118723335104,3096149731,14/11/1974,01/01/2007,06/10/2008,EMPLEADO PUBLICO NO DOCENTE,AC,A01,C,,,26/06/2026,snoopy.relampagof721@example.com,51,SUSANITA MILK VORTEX PYM,5,NINGUNA DE LAS ANTERIORES,NO,,RELAMPAGO KENT SNOOPY TRIBILIN,COTIZANTES SSUV,,,19.5,2007
CC,102EFDE5,CC,102EFDE5,BOUVIER,LUIGI,TARZAN,CONDORITO,M,76,001,76,001,DIAG 72 # 90-22,3114983074820736511,3893940655,12/04/1965,01/11/2006,06/10/2008,EMPLEADO PUBLICO DOCENTE DECRETO 1279,AC,A01,C,,,26/06/2026,tarzan.bouvier102e@example.com,61,MOANA LISA MCPATO BOMBON,5,NINGUNA DE LAS ANTERIORES,NO,,BOUVIER LUIGI TARZAN CONDORITO,COTIZANTES SSUV,,,19.6,2006
CC,D051267F,CC,D051267F,BLAZE,MOJO,PEPPA,SUSANITA,F,76,001,76,001,CLL 89 # 9-21,30190432230233324707,3392013546,05/06/1968,01/04/2010,06/04/2010,EMPLEADO PUBLICO NO DOCENTE,AC,A01,C,,,26/06/2026,peppa.blazed051@example.com,58,SUSANITA MILK VORTEX PYM,5,NINGUNA DE LAS ANTERIORES,NO,,BLAZE MOJO PEPPA SUSANITA,COTIZANTES SSUV,,,16.2,2010
CC,4F2DA233,CC,4F2DA233,MAXIMOFF,GRIMM,OBELIX,TAZ,M,76,001,76,001,TRANS 116 # 75-43,3760250826112312,3616324888,20/10/1970,01/04/2009,06/04/2009,EMPLEADO PUBLICO NO DOCENTE,AC,A01,C,,,26/06/2026,obelix.maximoff4f2d@example.com,55,GERALD PAPALOTE MURDOCK MOJO,5,NINGUNA DE LAS ANTERIORES,NO,,MAXIMOFF GRIMM OBELIX TAZ,COTIZANTES SSUV,,,17.2,2009
CC,1DBA1267,CC,1DBA1267,NEUTRON,LANG,PAPALOTE,,M,76,001,76,001,DIAG 38 # 49-99,3729893762,3974549303,02/07/1966,01/06/2013,04/06/2013,EMPLEADO PUBLICO DOCENTE DECRETO 1279,AC,A01,C,,,26/06/2026,papalote.neutron1dba@example.com,59,POPIS MAFALDA GRIMM SKINNER,5,NINGUNA DE LAS ANTERIORES,NO,,NEUTRON LANG PAPALOTE,COTIZANTES SSUV,,,13.1,2013
CC,D1A7BA20,CC,D1A7BA20,KETCH,STORM,TINTIN,GOKU,M,76,001,76,001,TRANS 113 # 30-17,3871912038,3187692082,19/05/1938,01/08/1986,06/10/2008,PENSIONADO OFICIAL,AC,A01,C,,,26/06/2026,tintin.ketchd1a7@example.com,88,SUSANITA MILK VORTEX PYM,5,MESTIZO,NO,,KETCH STORM TINTIN GOKU,COTIZANTES SSUV,,,39.9,1986
CC,2CD10B9F,CC,2CD10B9F,BANNER,KENT,VANELLOPE,,F,76,001,76,001,CRA 95 # 98-42,33089813881588144582206,3732318297168,14/08/1963,09/01/2013,09/01/2013,PENSIONADO SOBREVIVIENTE,AC,A01,C,,,26/06/2026,vanellope.banner2cd1@example.com,62,MAGGIE SUSANITA PLANKTON CAGE,5,NINGUNA DE LAS ANTERIORES,NO,,BANNER KENT VANELLOPE,COTIZANTES SSUV,,,13.5,2013
CC,1337739E,CC,1337739E,TURNER,LUIGI,GOHAN,,M,76,001,76,001,AV 49 # 87-15,3724500000015291137,3178509025,18/10/1949,01/09/1986,06/10/2008,PENSIONADO OFICIAL,AC,A01,C,,,26/06/2026,gohan.turner1337@example.com,76,GERALD PAPALOTE MURDOCK MOJO,5,"NEGRO, MULATO, AFROCOLOMBIANO O AFRODESCENDIENTE",NO,,TURNER LUIGI GOHAN,COTIZANTES SSUV,,,39.8,1986
CC,67CE378F,CC,67CE378F,WAYNE,SUPERSONICO,LIBERTAD,PETUNIA,F,76,001,76,001,AV 65 # 80-6,3844421829,3987478122,03/09/1965,01/05/2022,10/05/2022,PENSIONADO SOBREVIVIENTE,AC,A01,C,,,26/06/2026,libertad.wayne67ce@example.com,60,GERALD PAPALOTE MURDOCK MOJO,5,,NO,,WAYNE SUPERSONICO LIBERTAD PETUNIA,COTIZANTES SSUV,,,4.2,2022
CC,F52D4AF2,CC,F52D4AF2,CAGE,CASTLE,DAFNE,,F,76,001,76,001,AV 82 # 44-12,6567086,3700900436,30/04/1935,11/05/2022,11/05/2022,PENSIONADO SOBREVIVIENTE,AC,A01,C,,,26/06/2026,dafne.cagef52d@example.com,91,GERALD PAPALOTE MURDOCK MOJO,5,,NO,,CAGE CASTLE DAFNE,COTIZANTES SSUV,,,4.1,2022
CC,16419F82,CC,16419F82,MCPATO,TOAD,BRUTUS,BENITO,M,76,001,76,001,DIAG 27 # 31-53,35848266913624835505,3429608070,11/07/1976,01/09/2012,03/09/2012,EMPLEADO PUBLICO NO DOCENTE,AC,A01,C,,,26/06/2026,brutus.mcpato1641@example.com,49,MAGGIE SUSANITA PLANKTON CAGE,5,NINGUNA DE LAS ANTERIORES,NO,,MCPATO TOAD BRUTUS BENITO,COTIZANTES SSUV,,,13.8,2012
CC,B966442A,CC,B966442A,ROGERS,KETCH,BUGS,BUZZ,M,76,001,76,001,TRANS 16 # 72-68,3998795098,3221040164,21/07/1963,24/09/2004,06/10/2008,PENSIONADO PUBLICO,AC,A01,C,,,26/06/2026,bugs.rogersb966@example.com,62,POPIS MAFALDA GRIMM SKINNER,5,NINGUNA DE LAS ANTERIORES,NO,,ROGERS KETCH BUGS BUZZ,COTIZANTES SSUV,,,21.8,2004
CC,EA75752D,CC,EA75752D,RICHARDS,CALAMARDO,KRILIN,,M,76,001,76,001,AV 21 # 3-32,30442877383638164321,3269428946,29/11/1976,01/08/2009,20/08/2009,EMPLEADO PUBLICO NO DOCENTE,AC,A01,C,,,26/06/2026,krilin.richardsea75@example.com,49,MAGGIE SUSANITA PLANKTON CAGE,5,NINGUNA DE LAS ANTERIORES,NO,,RICHARDS CALAMARDO KRILIN,COTIZANTES SSUV,,,16.9,2009
CC,98549F22,CC,98549F22,PICAPIEDRA,PARKER,MOANA,MULAN,F,76,001,76,001,CLL 111 # 94-3,36258631441706462554,3026355824,30/06/1938,16/10/2014,16/10/2014,PENSIONADO SOBREVIVIENTE,AC,A01,C,,,26/06/2026,moana.picapiedra9854@example.com,87,MAGGIE SUSANITA PLANKTON CAGE,5,,NO,,PICAPIEDRA PARKER MOANA MULAN,COTIZANTES SSUV,,,11.7,2014
CC,A520C3D0,CC,A520C3D0,MURDOCK,VORTEX,SOLIN,,M,76,001,76,001,CRA 87 # 89-44,3176464489,38803153888245279,25/08/1941,01/08/1986,06/10/2008,PENSIONADO OFICIAL,AC,A01,C,,,26/06/2026,solin.murdocka520@example.com,84,MOANA LISA MCPATO BOMBON,5,MESTIZO,NO,,MURDOCK VORTEX SOLIN,COTIZANTES SSUV,,,39.9,1986
CC,0A4C9F7F,CC,0A4C9F7F,JACK,BURBUJA,MIGUELITO,SHAGGY,M,76,001,76,001,CLL 6 # 53-5,3040433335384951632,3111978718093391373265,26/03/1951,24/10/1972,06/10/2008,PENSIONADO OFICIAL,AC,A01,C,,,26/06/2026,miguelito.jack0a4c@example.com,75,SUSANITA MILK VORTEX PYM,5,NINGUNA DE LAS ANTERIORES,NO,,JACK BURBUJA MIGUELITO SHAGGY,COTIZANTES SSUV,,,53.7,1972
CC,12738A23,CC,12738A23,ESTEVEZ,CALAMARDO,HELGA,SUSANITA,F,76,001,76,001,AV 61 # 82-90,31198756178688002300915,3618298036,27/12/1943,01/08/1986,06/10/2008,PENSIONADO PUBLICO,AC,A01,C,,,26/06/2026,helga.estevez1273@example.com,82,SUSANITA MILK VORTEX PYM,5,MESTIZO,NO,,ESTEVEZ CALAMARDO HELGA SUSANITA,COTIZANTES SSUV,,,39.9,1986
CC,94F79DBA,CC,94F79DBA,PICAPIEDRA,COSMO,BULMA,PEPPA,F,76,001,76,001,CLL 30 # 51-68,374491609365952014,3911894184,12/05/1968,05/11/2021,05/11/2021,PENSIONADO SOBREVIVIENTE,AC,A01,C,,,26/06/2026,bulma.picapiedra94f7@example.com,58,SUSANITA MILK VORTEX PYM,5,NINGUNA DE LAS ANTERIORES,NO,,PICAPIEDRA COSMO BULMA PEPPA,COTIZANTES SSUV,,,4.6,2021
CC,65F202F9,CC,65F202F9,DANVERS,LANG,NALA,,F,76,001,76,001,CLL 67 # 69-53,37509263223998213745,65611404,21/09/1949,01/06/1976,06/10/2008,PENSIONADO PUBLICO,AC,A01,C,,,26/06/2026,nala.danvers65f2@example.com,76,MAGGIE SUSANITA PLANKTON CAGE,5,MESTIZO,NO,,DANVERS LANG NALA,COTIZANTES SSUV,,,50.1,1976
CC,2099D180,CC,2099D180,WIGGUM,SAMURAI,VIDEL,MILK,F,76,001,76,001,CRA 67 # 27-47,3050537666,3081126003,25/01/1953,01/09/1993,06/10/2008,PENSIONADO DOCENTE,AC,A01,C,,,26/06/2026,videl.wiggum2099@example.com,73,POPIS MAFALDA GRIMM SKINNER,5,NINGUNA DE LAS ANTERIORES,NO,,WIGGUM SAMURAI VIDEL MILK,COTIZANTES SSUV,,,32.8,1993
CC,BAEB286B,CC,BAEB286B,VORTEX,STARK,MANOLITO,,M,76,001,76,001,DIAG 66 # 71-24,3669106271,3531234550,11/11/1958,01/05/1984,06/10/2008,EMPLEADO PUBLICO NO DOCENTE,AC,A01,C,,,26/06/2026,manolito.vortexbaeb@example.com,67,GERALD PAPALOTE MURDOCK MOJO,5,NINGUNA DE LAS ANTERIORES,NO,,VORTEX STARK MANOLITO,COTIZANTES SSUV,,,42.2,1984
CC,1777E8CB,CC,1777E8CB,LANG,CALAMARDO,WOODY,PUMBA,M,76,001,76,001,CRA 7 # 14-86,369177682938440134808735437,3882603359,14/03/1969,25/05/1990,06/10/2008,TRABAJADOR OFICIAL CONVENCION COLEC,AC,A01,C,,,26/06/2026,woody.lang1777@example.com,57,MAGGIE SUSANITA PLANKTON CAGE,5,NINGUNA DE LAS ANTERIORES,NO,,LANG CALAMARDO WOODY PUMBA,COTIZANTES SSUV,,,36.1,1990
CC,297CA4FF,CC,297CA4FF,TIMMY,YOSHI,BULMA,,F,76,001,76,001,DIAG 33 # 75-22,3570908599,6144920,17/02/1961,06/06/1991,06/10/2008,EMPLEADO PUBLICO NO DOCENTE,AC,A01,C,,,26/06/2026,bulma.timmy297c@example.com,65,MOANA LISA MCPATO BOMBON,5,NINGUNA DE LAS ANTERIORES,NO,,TIMMY YOSHI BULMA,COTIZANTES SSUV,,,35.1,1991
CC,FDAB3441,CC,FDAB3441,SUPERSONICO,CAGE,MAFALDA,MOANA,F,76,001,76,364,CRA 38 # 3-99,369996996489971842,3859693259,28/09/1971,01/07/2004,06/10/2008,EMPLEADO PUBLICO NO DOCENTE,AC,A01,C,,,26/06/2026,mafalda.supersonicofdab@example.com,54,GERALD PAPALOTE MURDOCK MOJO,5,NINGUNA DE LAS ANTERIORES,NO,,SUPERSONICO CAGE MAFALDA MOANA,COTIZANTES SSUV,,,22.0,2004
CC,D5A386D9,CC,D5A386D9,CRAWFORD,KENT,KRILIN,,M,76,001,76,001,DIAG 20 # 51-82,3849932312342,3669806908,21/02/1978,01/03/2011,04/03/2011,EMPLEADO PUBLICO NO DOCENTE,AC,A01,C,,,26/06/2026,krilin.crawfordd5a3@example.com,48,MAGGIE SUSANITA PLANKTON CAGE,5,NINGUNA DE LAS ANTERIORES,NO,,CRAWFORD KENT KRILIN,COTIZANTES SSUV,,,15.3,2011
CC,4AA5F9D3,CC,4AA5F9D3,SIMPSON,WIGGUM,BENITO,,M,76,001,76,001,CLL 85 # 72-97,3176072348,3389359538,17/03/1979,01/07/2005,06/10/2008,EMPLEADO PUBLICO DOCENTE DECRETO 1279,AC,A01,C,,,26/06/2026,benito.simpson4aa5@example.com,47,POPIS MAFALDA GRIMM SKINNER,5,NINGUNA DE LAS ANTERIORES,NO,,SIMPSON WIGGUM BENITO,COTIZANTES SSUV,,,21.0,2005
CC,83B0B35C,CC,83B0B35C,ODINSON,KENT,YAYITA,,F,76,001,76,001,CLL 56 # 85-35,3040561299,3650826958,27/02/1974,23/08/2007,06/10/2008,EMPLEADO PUBLICO DOCENTE DECRETO 1279,AC,A01,C,,,26/06/2026,yayita.odinson83b0@example.com,52,GERALD PAPALOTE MURDOCK MOJO,5,NINGUNA DE LAS ANTERIORES,NO,,ODINSON KENT YAYITA,COTIZANTES SSUV,,,18.8,2007
CC,5A575539,CC,5A575539,VORTEX,LANG,PHOEBE,,F,76,001,76,001,AV 109 # 66-35,318696561308761238595,3143468239,20/01/1953,27/07/2020,31/07/2020,PENSIONADO SOBREVIVIENTE,AC,A01,C,,,26/06/2026,phoebe.vortex5a57@example.com,73,POPIS MAFALDA GRIMM SKINNER,5,NINGUNA DE LAS ANTERIORES,NO,,VORTEX LANG PHOEBE,COTIZANTES SSUV,,,5.9,2020
CC,BD90B81A,CC,BD90B81A,SAMURAI,,SNOOPY,CHARLIE,M,76,001,76,001,CRA 11 # 86-25,3002730086,3966101683,07/04/1950,01/09/1986,06/10/2008,PENSIONADO OFICIAL,AC,A01,C,,,26/06/2026,snoopy.samuraibd90@example.com,76,MAGGIE SUSANITA PLANKTON CAGE,5,NINGUNA DE LAS ANTERIORES,NO,,SAMURAI SNOOPY CHARLIE,COTIZANTES SSUV,,,39.8,1986
CC,79C2D2E4,CC,79C2D2E4,PICAPIEDRA,LUIGI,JASMIN,,F,76,001,76,001,TRANS 37 # 51-21,39500168094149150762839762,3053440777,05/10/1932,01/08/1986,06/10/2008,PENSIONADO OFICIAL,AC,A01,C,,,26/06/2026,jasmin.picapiedra79c2@example.com,93,GERALD PAPALOTE MURDOCK MOJO,5,"NEGRO, MULATO, AFROCOLOMBIANO O AFRODESCENDIENTE",NO,,PICAPIEDRA LUIGI JASMIN,COTIZANTES SSUV,,,39.9,1986
CC,FCEF1972,CC,FCEF1972,RICHARDS,VORTEX,MAGGIE,MARGE,F,76,001,76,001,AV 118 # 52-14,307266292508177602991406884133,3373125523,18/04/1958,16/09/1983,06/10/2008,EMPLEADO PUBLICO DOCENTE DECRETO 1279,AC,A01,C,,,26/06/2026,maggie.richardsfcef@example.com,68,GERALD PAPALOTE MURDOCK MOJO,5,NINGUNA DE LAS ANTERIORES,NO,,RICHARDS VORTEX MAGGIE MARGE,COTIZANTES SSUV,,,42.8,1983
CC,929D6377,CC,929D6377,BOUVIER,BANNER,FLORINDA,,F,76,001,76,001,DIAG 10 # 86-70,37817032119206136385,32778956133,17/01/1970,01/01/2008,06/10/2008,EMPLEADO PUBLICO NO DOCENTE,AC,A01,C,,,26/06/2026,florinda.bouvier929d@example.com,56,GERALD PAPALOTE MURDOCK MOJO,5,NINGUNA DE LAS ANTERIORES,NO,,BOUVIER BANNER FLORINDA,COTIZANTES SSUV,,,18.5,2008
CC,4739CC7B,CC,4739CC7B,UTONIO,KETCH,MOANA,SUSANITA,F,76,001,76,001,CLL 116 # 60-95,34449029502648016440,3373416781,22/05/1974,01/05/2017,03/05/2017,EMPLEADO PUBLICO NO DOCENTE,AC,A01,C,,,26/06/2026,moana.utonio4739@example.com,52,NEMO MARLIN LUIGI KENT,5,,NO,,UTONIO KETCH MOANA SUSANITA,COTIZANTES SSUV,,,9.2,2017
CC,45712959,CC,45712959,PICAPIEDRA,CALAMARDO,POPEYE,KRILIN,M,76,001,76,001,TRANS 70 # 44-95,3782210217,3982134862,08/06/1977,01/07/2012,04/07/2012,EMPLEADO PUBLICO NO DOCENTE,AC,A01,C,,,26/06/2026,popeye.picapiedra4571@example.com,49,MAGGIE SUSANITA PLANKTON CAGE,5,NINGUNA DE LAS ANTERIORES,NO,,PICAPIEDRA CALAMARDO POPEYE KRILIN,COTIZANTES SSUV,,,14.0,2012
CC,6BBDB66F,CC,6BBDB66F,SKINNER,CAGE,CONDORITO,EUSTAQUIO,M,76,001,76,001,DIAG 95 # 3-64,3797363831,3828560539,31/01/1968,01/11/2010,22/11/2010,EMPLEADO PUBLICO DOCENTE DECRETO 1279,AC,A01,C,,,26/06/2026,condorito.skinner6bbd@example.com,58,GERALD PAPALOTE MURDOCK MOJO,5,NINGUNA DE LAS ANTERIORES,NO,,SKINNER CAGE CONDORITO EUSTAQUIO,COTIZANTES SSUV,,,15.6,2010
CC,979AA051,CC,979AA051,PEACH,BLAZE,CHILINDRINA,RAPUNZEL,F,76,001,76,001,TRANS 19 # 11-85,3986617706,3736820506,17/04/1976,01/12/2014,01/12/2014,EMPLEADO PUBLICO DOCENTE DECRETO 1279,AC,A01,C,,,26/06/2026,chilindrina.peach979a@example.com,50,GERALD PAPALOTE MURDOCK MOJO,5,,NO,,PEACH BLAZE CHILINDRINA RAPUNZEL,COTIZANTES SSUV,,,11.6,2014
CC,8F15BA58,CC,8F15BA58,LANG,TRUENO,MANOLITO,DONALD,M,76,001,76,001,CRA 67 # 84-99,3223552165,3058714692,16/07/1991,01/11/2014,04/11/2014,EMPLEADO PUBLICO NO DOCENTE,AC,A01,C,,,26/06/2026,manolito.lang8f15@example.com,34,MOANA LISA MCPATO BOMBON,5,,NO,,LANG TRUENO MANOLITO DONALD,COTIZANTES SSUV,,,11.6,2014
CC,52171C88,CC,52171C88,SAMURAI,BLAZE,LIBERTAD,PHOEBE,F,76,001,76,364,TRANS 37 # 70-3,3219259679,3089843699,28/09/1984,01/10/2021,08/10/2021,EMPLEADO PUBLICO DOCENTE DECRETO 1279,AC,A01,C,,,26/06/2026,libertad.samurai5217@example.com,41,NEMO MARLIN LUIGI KENT,5,,NO,,SAMURAI BLAZE LIBERTAD PHOEBE,COTIZANTES SSUV,,,4.7,2021
CC,3BCABF85,CC,3BCABF85,KETCH,WAYNE,MIGUELITO,ODIE,M,76,001,76,001,DIAG 50 # 62-26,322050938694842495988,31145788707152386,11/01/1950,01/09/1986,06/10/2008,PENSIONADO OFICIAL,AC,A01,C,,,26/06/2026,miguelito.ketch3bca@example.com,76,POPIS MAFALDA GRIMM SKINNER,5,MESTIZO,NO,,KETCH WAYNE MIGUELITO ODIE,COTIZANTES SSUV,,,39.8,1986
CC,A23D4C2F,CC,A23D4C2F,GRIMM,TRUENO,PLUTO,PUMBA,M,76,001,76,001,TRANS 74 # 26-64,382097461917798768,3299687225,28/02/1958,02/01/1997,06/10/2008,TRABAJADOR OFICIAL CON PREST DE LEY,AC,A01,C,,,26/06/2026,pluto.grimma23d@example.com,68,MAGGIE SUSANITA PLANKTON CAGE,5,MESTIZO,NO,,GRIMM TRUENO PLUTO PUMBA,COTIZANTES SSUV,,,29.5,1997
CC,0FCF601F,CC,0FCF601F,HALCON,WIGGUM,MAGGIE,,F,76,001,76,001,TRANS 5 # 4-87,3085806235,3040566957,29/07/1968,01/08/2010,02/08/2010,EMPLEADO PUBLICO NO DOCENTE,AC,A01,C,,,26/06/2026,maggie.halcon0fcf@example.com,57,POPIS MAFALDA GRIMM SKINNER,5,NINGUNA DE LAS ANTERIORES,NO,,HALCON WIGGUM MAGGIE,COTIZANTES SSUV,,,15.9,2010
CC,2DE982F8,CC,2DE982F8,STORM,PYM,GERALD,PLUTO,M,76,001,76,001,TRANS 38 # 24-82,3124825544,3286796325,04/12/1977,01/04/2009,06/04/2009,EMPLEADO PUBLICO NO DOCENTE,AC,A01,C,,,26/06/2026,gerald.storm2de9@example.com,48,MAGGIE SUSANITA PLANKTON CAGE,5,NINGUNA DE LAS ANTERIORES,NO,,STORM PYM GERALD PLUTO,COTIZANTES SSUV,,,17.2,2009
CC,0592BFA5,CC,0592BFA5,BANNER,UTONIO,FLORINDA,MOANA,F,76,001,76,001,TRANS 101 # 88-48,3328946338915624152857256,3292693358,28/02/1969,07/07/2003,06/10/2008,TRABAJADOR OFICIAL CON PREST DE LEY,AC,A01,C,,,26/06/2026,florinda.banner0592@example.com,57,MAGGIE SUSANITA PLANKTON CAGE,5,NINGUNA DE LAS ANTERIORES,NO,,BANNER UTONIO FLORINDA MOANA,COTIZANTES SSUV,,,23.0,2003
CC,DEA45C19,CC,DEA45C19,KOOPA,MAXIMOFF,SNOOPY,TIMON,M,76,001,76,001,AV 106 # 34-29,3138186550,37846850957,16/07/1970,01/06/2009,16/06/2009,EMPLEADO PUBLICO NO DOCENTE,AC,A01,C,,,26/06/2026,snoopy.koopadea4@example.com,55,SUSANITA MILK VORTEX PYM,5,NINGUNA DE LAS ANTERIORES,NO,,KOOPA MAXIMOFF SNOOPY TIMON,COTIZANTES SSUV,,,17.1,2009
CC,9E87E04C,CC,9E87E04C,CRAWFORD,FLANDERS,DONALD,SOLIN,M,76,001,76,001,CLL 35 # 5-12,3034918911,3797203859,02/07/1948,01/09/1986,06/10/2008,PENSIONADO PUBLICO,AC,A01,C,,,26/06/2026,donald.crawford9e87@example.com,77,SUSANITA MILK VORTEX PYM,5,MESTIZO,NO,,CRAWFORD FLANDERS DONALD SOLIN,COTIZANTES SSUV,,,39.8,1986
CC,AC484366,CC,AC484366,DANVERS,,NEMO,,M,76,001,76,001,AV 6 # 3-80,35364154715531325936781367,,09/03/1939,01/08/1986,06/10/2008,PENSIONADO OFICIAL,AC,A01,C,,,26/06/2026,nemo.danversac48@example.com,87,MOANA LISA MCPATO BOMBON,5,MESTIZO,NO,,DANVERS NEMO,COTIZANTES SSUV,,,39.9,1986
CC,EE9BF3E1,CC,EE9BF3E1,TOAD,CRAWFORD,MARLIN,,M,76,001,76,001,TRANS 94 # 17-97,3421410527,3698198780,26/09/1952,17/11/1973,06/10/2008,PENSIONADO OFICIAL,AC,A01,C,,,26/06/2026,marlin.toadee9b@example.com,73,GERALD PAPALOTE MURDOCK MOJO,5,NINGUNA DE LAS ANTERIORES,NO,,TOAD CRAWFORD MARLIN,COTIZANTES SSUV,,,52.6,1973
CC,8567C805,CC,8567C805,DANVERS,PEACH,SIMBA,TAZ,M,76,001,76,520,TRANS 37 # 23-65,3704523888562258660,35986787442275854859655,25/06/1941,01/08/1986,06/10/2008,PENSIONADO OFICIAL,AC,A01,C,,,26/06/2026,simba.danvers8567@example.com,85,NEMO MARLIN LUIGI KENT,5,,NO,,DANVERS PEACH SIMBA TAZ,COTIZANTES SSUV,,,39.9,1986
